Date,profitMargin,P/E,P/B,PEG,D/E,ROE,ROA,dividendYield,dividendPayoutRatio,freeCashFlowPerShare,freeCashFlowMargin,quickRatio,goodwill,dcf,price,stockPrice,numberOfShares,marketCapitalization,revenue,revenueGrowth,netIncomeGrowth,freeCashFlowGrowth,dividendsperShareGrowth,fiveYDividendperShareGrowth,dividendPerShare,dividendPaid,freeCashFlow,company_age,sector
2007-12-31,0.214,16.681,2.955,2.565,0.938,0.177,0.091,0.0,0.0,3.701,0.28,1.497,11240000000.0,49.09,47.28,47.28,1117000000.0,52811758883.0,14771000000.0,0.035,0.073,-0.009,0.0,0.0,0.0,0.0,4134017000.0,20,Healthcare
2008-12-31,0.28,13.987,2.879,2.06,0.788,0.206,0.115,0.0,0.0,4.968,0.354,2.379,11339000000.0,56.51,54.85,54.85,1070000000.0,58689497860.0,15003000000.0,0.016,0.325,0.286,0.0,0.0,0.0,0.0,5315760000.0,21,Healthcare
2009-12-31,0.315,12.902,2.621,1.805,0.748,0.203,0.116,0.0,-0.0,5.715,0.397,4.015,11335000000.0,61.32,58.48,58.48,1016000000.0,59415680000.0,14642000000.0,-0.024,0.097,0.092,0.0,0.0,0.0,0.0,5806440000.0,22,Healthcare
2010-12-31,0.307,11.471,2.217,1.516,0.816,0.193,0.106,0.0,-0.0,5.424,0.346,3.007,11334000000.0,58.71,55.29,55.29,960000000.0,53078400960.0,15053000000.0,0.028,0.005,-0.103,0.0,0.0,0.0,0.0,5207040000.0,23,Healthcare
2011-12-30,0.236,16.79,3.25,2.092,1.568,0.194,0.075,0.008,0.136,5.03,0.292,4.091,11750000000.0,76.01,68.33,68.33,905000000.0,61838651810.0,15582000000.0,0.035,-0.204,-0.126,0.0,0.0,0.55,494709200.0,4552150000.0,24,Healthcare
2012-12-31,0.252,15.229,3.472,1.625,1.849,0.228,0.08,0.017,0.257,6.701,0.301,3.245,12662000000.0,89.58,85.38,85.38,775000000.0,66169497675.0,17265000000.0,0.108,0.18,0.141,1.611,0.0,1.45,1124881500.0,5193275000.0,25,Healthcare
2013-12-31,0.272,17.916,4.12,1.857,1.993,0.23,0.077,0.016,0.278,7.434,0.3,2.781,14968000000.0,125.94,120.89,120.89,753000000.0,91030169247.0,18676000000.0,0.082,0.169,0.078,0.303,0.0,1.93,1456482720.0,5597802000.0,26,Healthcare
2014-12-31,0.257,22.405,4.483,2.341,1.677,0.2,0.075,0.016,0.359,9.95,0.376,4.22,14788000000.0,157.18,152.26,152.26,759000000.0,115565336205.0,20063000000.0,0.074,0.015,0.349,0.298,0.0,2.44,1849045440.0,7552050000.0,27,Healthcare
2015-12-31,0.32,16.684,4.122,1.741,1.549,0.247,0.097,0.021,0.345,11.119,0.389,3.966,14787000000.0,158.2,152.73,152.73,758000000.0,115769336968.0,21662000000.0,0.08,0.345,0.116,0.296,0.0,3.21,2431156140.0,8428202000.0,28,Healthcare
2016-12-30,0.336,14.959,3.867,1.54,1.598,0.258,0.099,0.026,0.388,12.723,0.414,3.682,14751000000.0,158.76,154.43,154.43,748000000.0,115513634764.0,22991000000.0,0.061,0.113,0.129,0.268,6.255,4.02,3003354640.0,9516804000.0,29,Healthcare
2017-12-29,0.087,70.651,5.539,7.11,2.168,0.078,0.025,0.024,1.7,14.382,0.46,4.979,14761000000.0,196.47,191.27,191.27,731000000.0,139818372924.0,22849000000.0,-0.006,-0.744,0.105,0.149,2.191,4.59,3355640880.0,10513242000.0,30,Healthcare
2018-12-31,0.353,14.557,9.775,1.325,4.313,0.672,0.126,0.029,0.418,15.973,0.445,2.438,14699000000.0,195.37,184.86,184.86,661000000.0,122192460661.0,23747000000.0,0.039,3.242,0.004,0.153,1.823,5.36,3543581340.0,10558153000.0,31,Healthcare
2019-12-31,0.336,17.447,14.145,1.453,5.173,0.811,0.131,0.026,0.447,14.102,0.365,1.01,14703000000.0,236.13,226.15,226.15,605000000.0,136820746370.0,23362000000.0,-0.016,-0.066,-0.192,0.093,1.378,5.88,3557339500.0,8531710000.0,32,Healthcare
2020-12-31,0.286,19.477,15.036,1.571,5.69,0.772,0.115,0.027,0.517,16.875,0.389,1.302,14689000000.0,252.12,241.43,241.43,586000000.0,141477975898.0,25424000000.0,0.088,-0.074,0.159,0.105,1.027,6.52,3819905460.0,9888750000.0,33,Healthcare
2021-12-31,0.227,22.164,19.494,1.739,8.129,0.88,0.096,0.031,0.681,14.704,0.332,1.061,14890000000.0,242.77,229.14,229.14,586000000.0,134276039414.0,25979000000.0,0.022,-0.189,-0.152,0.069,0.709,7.1,4162557240.0,8616544000.0,34,Healthcare
