Date,profitMargin,P/E,P/B,PEG,D/E,ROE,ROA,dividendYield,dividendPayoutRatio,quickRatio,goodwill,dcf,price,stockPrice,numberOfShares,marketCapitalization,revenue,ebitda,revenueGrowth,netIncomeGrowth,freeCashFlowGrowth,dividendsperShareGrowth,fiveYDividendperShareGrowth,dividendPerShare,dividendPaid,ebitdaMargin,company_age,sector
2010-10-31,0.07,5.04,1.092,4.11,2.07,0.217,0.07,0.017,0.088,0.779,38483000000.0,23.75,19.04,19.042,2319000000.0,44157887820.0,126033000000.0,16299000000.0,0.1,0.144,-0.196,0.036,0.034,0.32,750613920.0,0.129,49,Technology
2011-10-31,0.056,3.757,0.688,2.766,2.343,0.183,0.055,0.032,0.119,0.583,44551000000.0,16.53,12.69,12.693,2094000000.0,26579154564.0,127245000000.0,14661000000.0,0.01,-0.193,0.04,0.212,0.254,0.41,850331520.0,0.115,50,Technology
2012-10-31,-0.105,-0.921,0.519,-0.639,3.83,-0.564,-0.116,0.087,-0.08,0.789,31069000000.0,11.62,5.9,5.899,1974000000.0,11644987242.0,120357000000.0,-6838000000.0,-0.054,-2.788,-0.152,0.276,0.598,0.51,1013254200.0,-0.057,51,Technology
2013-10-31,0.046,4.698,0.881,3.195,2.861,0.188,0.048,0.046,0.216,0.795,31124000000.0,18.71,12.42,12.421,1934000000.0,24021299218.0,112298000000.0,11121000000.0,-0.067,1.404,0.225,0.111,0.782,0.57,1104932880.0,0.099,52,Technology
2014-10-31,0.045,6.659,1.249,4.407,2.846,0.188,0.049,0.035,0.236,0.834,31139000000.0,25.78,17.74,17.738,1882000000.0,33383706440.0,111454000000.0,10891000000.0,-0.008,-0.02,0.008,0.101,0.961,0.62,1168533800.0,0.098,53,Technology
2015-10-31,0.044,4.995,0.819,3.186,2.835,0.164,0.043,0.055,0.274,0.923,32941000000.0,22.15,12.54,12.54,1814000000.0,22747560000.0,103355000000.0,8793000000.0,-0.073,-0.092,-0.66,0.095,1.073,0.69,1251115800.0,0.085,54,Technology
2016-10-31,0.052,10.674,-6.851,6.493,-8.46,-0.642,0.086,0.032,0.344,0.686,5622000000.0,19.03,15.4,15.4,1730000000.0,26642000000.0,48238000000.0,3923000000.0,-0.533,-0.452,-0.031,-0.28,0.23,0.49,852544000.0,0.081,55,Technology
2017-10-31,0.049,14.334,-10.624,8.508,-10.658,-0.741,0.077,0.025,0.354,0.683,5622000000.0,25.6,21.45,21.45,1688000000.0,36207601688.0,52056000000.0,3939000000.0,0.079,0.012,0.171,0.068,0.03,0.54,905190000.0,0.076,56,Technology
2018-10-31,0.091,6.973,-58.13,3.96,-55.182,-8.336,0.154,0.024,0.169,0.552,5968000000.0,26.2,23.0,23.0,1615000000.0,37145000000.0,58472000000.0,3853000000.0,0.123,1.109,0.216,0.051,-0.026,0.55,891480000.0,0.066,57,Technology
2019-10-31,0.054,9.651,-25.5,5.141,-29.053,-2.642,0.094,0.032,0.308,0.533,6372000000.0,23.07,20.08,20.08,1515000000.0,30421200000.0,58756000000.0,3509000000.0,0.005,-0.408,0.0,0.15,0.018,0.64,973478400.0,0.06,58,Technology
2020-10-31,0.05,10.896,-13.908,5.413,-16.566,-1.276,0.082,0.032,0.351,0.518,6380000000.0,25.37,21.93,21.93,1413000000.0,30987090000.0,56639000000.0,4259000000.0,-0.036,-0.098,-0.062,0.102,0.024,0.7,991586880.0,0.075,59,Technology
2021-10-31,0.102,6.554,-25.829,2.784,-24.4,-3.941,0.168,0.022,0.144,0.452,6803000000.0,38.84,35.28,35.28,1208000000.0,42618238792.0,63487000000.0,8550000000.0,0.121,1.287,0.56,0.1,0.566,0.78,937601280.0,0.135,60,Technology
